condition_id,paper_id,scientific_model,served_model_id,temperature,top_p,min_p,repeat,concurrency,http_status,latency_seconds,attempts,parse_status,parser_method,parser_version,is_valid,is_recovered,git_commit,request_start_timestamp,request_end_timestamp
LaoRodriguez2023__phi-4-reasoning-plus__T070__R02,LaoRodriguez2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LaoRodriguez2023__phi-4-reasoning-plus__T070__R03,LaoRodriguez2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__gemma-4-31b-it__T000__R01,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__gemma-4-31b-it__T000__R02,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__gemma-4-31b-it__T000__R03,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__gemma-4-31b-it__T035__R01,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__gemma-4-31b-it__T035__R02,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__gemma-4-31b-it__T035__R03,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__gemma-4-31b-it__T070__R01,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__gemma-4-31b-it__T070__R02,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__gemma-4-31b-it__T070__R03,LeeMejias2025,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__olmo-3-32b-think__T000__R01,LeeMejias2025,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__olmo-3-32b-think__T000__R02,LeeMejias2025,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__olmo-3-32b-think__T000__R03,LeeMejias2025,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__olmo-3-32b-think__T035__R01,LeeMejias2025,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__olmo-3-32b-think__T035__R02,LeeMejias2025,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__olmo-3-32b-think__T035__R03,LeeMejias2025,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__olmo-3-32b-think__T070__R01,LeeMejias2025,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__olmo-3-32b-think__T070__R02,LeeMejias2025,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__olmo-3-32b-think__T070__R03,LeeMejias2025,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__phi-4-reasoning-plus__T000__R01,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,1,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__phi-4-reasoning-plus__T000__R02,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,2,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__phi-4-reasoning-plus__T000__R03,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,3,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__phi-4-reasoning-plus__T035__R01,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,1,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__phi-4-reasoning-plus__T035__R02,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__phi-4-reasoning-plus__T035__R03,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,3,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__phi-4-reasoning-plus__T070__R01,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,1,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__phi-4-reasoning-plus__T070__R02,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,2,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
LeeMejias2025__phi-4-reasoning-plus__T070__R03,LeeMejias2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,3,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__gemma-4-31b-it__T000__R01,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__gemma-4-31b-it__T000__R02,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__gemma-4-31b-it__T000__R03,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__gemma-4-31b-it__T035__R01,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__gemma-4-31b-it__T070__R01,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__gemma-4-31b-it__T070__R02,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__gemma-4-31b-it__T070__R03,Mikulasch2023,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__olmo-3-32b-think__T000__R01,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__olmo-3-32b-think__T000__R02,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__olmo-3-32b-think__T000__R03,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__olmo-3-32b-think__T035__R01,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__olmo-3-32b-think__T035__R02,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__olmo-3-32b-think__T035__R03,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__olmo-3-32b-think__T070__R01,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__olmo-3-32b-think__T070__R02,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__olmo-3-32b-think__T070__R03,Mikulasch2023,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__phi-4-reasoning-plus__T000__R01,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,1,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__phi-4-reasoning-plus__T000__R02,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__phi-4-reasoning-plus__T000__R03,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__phi-4-reasoning-plus__T035__R01,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,1,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__phi-4-reasoning-plus__T035__R02,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,2,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__phi-4-reasoning-plus__T035__R03,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__phi-4-reasoning-plus__T070__R01,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__phi-4-reasoning-plus__T070__R02,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Mikulasch2023__phi-4-reasoning-plus__T070__R03,Mikulasch2023,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__gemma-4-31b-it__T000__R01,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__gemma-4-31b-it__T000__R02,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__gemma-4-31b-it__T000__R03,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__gemma-4-31b-it__T035__R01,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__gemma-4-31b-it__T035__R02,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__gemma-4-31b-it__T035__R03,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__gemma-4-31b-it__T070__R01,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__gemma-4-31b-it__T070__R02,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__gemma-4-31b-it__T070__R03,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__olmo-3-32b-think__T000__R01,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__olmo-3-32b-think__T000__R02,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__olmo-3-32b-think__T000__R03,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__olmo-3-32b-think__T035__R01,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__olmo-3-32b-think__T035__R02,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__olmo-3-32b-think__T035__R03,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__olmo-3-32b-think__T070__R01,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__olmo-3-32b-think__T070__R02,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__olmo-3-32b-think__T070__R03,Nejad2025,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__phi-4-reasoning-plus__T000__R01,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,1,1,200,,1,valid,strict_json,v2.0_offline,True,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__phi-4-reasoning-plus__T000__R02,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,2,1,200,,1,valid,strict_json,v2.0_offline,True,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__phi-4-reasoning-plus__T000__R03,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,3,1,200,,1,valid,strict_json,v2.0_offline,True,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__phi-4-reasoning-plus__T035__R01,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,1,1,200,,1,valid,strict_json,v2.0_offline,True,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__phi-4-reasoning-plus__T035__R02,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,2,1,200,,1,valid,strict_json,v2.0_offline,True,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__phi-4-reasoning-plus__T035__R03,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,3,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__phi-4-reasoning-plus__T070__R01,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,1,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__phi-4-reasoning-plus__T070__R02,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Nejad2025__phi-4-reasoning-plus__T070__R03,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.7,0.9,0.1,3,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__gemma-4-31b-it__T000__R01,Payeur2021,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__gemma-4-31b-it__T000__R02,Payeur2021,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__gemma-4-31b-it__T000__R03,Payeur2021,gemma-4-31b-it,gemma-4-31b-it,0.0,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__gemma-4-31b-it__T035__R01,Payeur2021,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__gemma-4-31b-it__T035__R02,Payeur2021,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__gemma-4-31b-it__T035__R03,Payeur2021,gemma-4-31b-it,gemma-4-31b-it,0.35,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__gemma-4-31b-it__T070__R01,Payeur2021,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,1,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__gemma-4-31b-it__T070__R02,Payeur2021,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,2,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__gemma-4-31b-it__T070__R03,Payeur2021,gemma-4-31b-it,gemma-4-31b-it,0.7,0.9,0.1,3,2,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__olmo-3-32b-think__T000__R01,Payeur2021,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,1,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__olmo-3-32b-think__T000__R02,Payeur2021,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,2,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__olmo-3-32b-think__T000__R03,Payeur2021,olmo-3-32b-think,olmo-3-32b-think,0.0,0.9,0.1,3,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__olmo-3-32b-think__T035__R01,Payeur2021,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__olmo-3-32b-think__T035__R02,Payeur2021,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__olmo-3-32b-think__T035__R03,Payeur2021,olmo-3-32b-think,olmo-3-32b-think,0.35,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__olmo-3-32b-think__T070__R01,Payeur2021,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,1,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__olmo-3-32b-think__T070__R02,Payeur2021,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,2,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__olmo-3-32b-think__T070__R03,Payeur2021,olmo-3-32b-think,olmo-3-32b-think,0.7,0.9,0.1,3,1,400,,3,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__phi-4-reasoning-plus__T000__R01,Payeur2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,1,1,200,,1,valid,cleaned_json,v2.0_offline,True,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__phi-4-reasoning-plus__T000__R02,Payeur2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,2,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__phi-4-reasoning-plus__T000__R03,Payeur2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.0,0.9,0.1,3,1,200,,1,unrecoverable,failed,v2.0_offline,False,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__phi-4-reasoning-plus__T035__R01,Payeur2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,1,1,200,,1,recovered,extracted_json_block,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__phi-4-reasoning-plus__T035__R02,Payeur2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,2,1,200,,1,recovered,regex_trace_extraction,v2.0_offline,False,True,02912c2c0d6244f09312d1a26068fc0e648240c1,,
Payeur2021__phi-4-reasoning-plus__T035__R03,Payeur2021,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.9,0.1,3,1,200,,1,valid,cleaned_json,v2.0_offline,True,False,02912c2c0d6244f09312d1a26068fc0e648240c1,,
